Average Stock,Business Segment,Business Type,Lead Behaviour Profile,Lead Type,Mql Id,Sdr Id,Seller Id (Closed Deals),Sr Id,Won Date,Won Date1,Won Month,Won Year,Declared Monthly Revenue,Declared Product Catalog Size,Has Company,Has Gtin
,food_drink,reseller,eagle,offline,d2e8ac40dc18011d5ecd890846f36ec1,9d12ef1a7eca3ec58c545c678af7869c,503ad3c3811010c6ba4577f411724b13,4ef15afb4b2723d8f3d81e51ec7afefe,4/27/2018 5:00:00 AM,"April 27, 2018",April 2018,2018,0,,,
,bags_backpacks,reseller,cat,online_big,ee7230dec6c5cf2229f0a706a265ca49,34d40cdaf94010a1d05b0d6212f9e909,e8dba4d70f7f2b20e775d09cae01142d,a8387c01a09e99ce014107505b92388c,5/14/2018 10:15:57 PM,"May 14, 2018",May 2018,2018,0,,,
,construction_tools_house_garden,reseller,cat,online_big,05b99715f32c973f929cd22735389966,9e4d1098a3b0f5da39b0bc48f9876645,bbe87dce25ba8b38bb61cc7210a3f10b,85fc447d336637ba1df43e793199fbc8,3/22/2018 4:07:28 PM,"March 22, 2018",March 2018,2018,0,,,
,construction_tools_house_garden,manufacturer,eagle,online_medium,f9cb3124b5a22b133f21273ef2cb0695,09285259593c61296eef10c734121d5b,9e3f08af3b6caa76962b05087eed5425,fbf4aef3f6915dc0c3c97d6812522f6a,4/16/2018 6:58:06 PM,"April 16, 2018",April 2018,2018,0,,,
,car_accessories,reseller,eagle,online_medium,2a0433fde38b262e5db7db757057c7c0,56bf83c4bb35763a51c2baab501b4c67,94165aea8a35c3c21499cbcae239b16c,4ef15afb4b2723d8f3d81e51ec7afefe,3/16/2018 3:14:20 PM,"March 16, 2018",March 2018,2018,0,,,
,car_accessories,reseller,eagle,online_medium,a244f80bac3293a03b71b032e0e09ce5,9d12ef1a7eca3ec58c545c678af7869c,43ac443db8d4fbfb1454aa1364404264,6565aa9ce3178a5caf6171827af3a9ba,4/6/2018 6:56:39 PM,"April 6, 2018",April 2018,2018,0,,,
,jewerly,,cat,industry,dca7085d5af68e91d19ed7cb75e1dd86,4b339f9567d060bcea4f5136b9f5949e,54212aa507a8696b0766046bd3aecdc3,6565aa9ce3178a5caf6171827af3a9ba,3/15/2018 1:43:46 PM,"March 15, 2018",March 2018,2018,0,,,
,fashion_accessories,manufacturer,eagle,online_small,3efcdd8c4998017c9578b28a059f72e4,56bf83c4bb35763a51c2baab501b4c67,267116eae2e631a965ef86be260f9278,495d4e95a8cf8bbf8b432b612a2aa328,3/7/2018 8:04:28 PM,"March 7, 2018",March 2018,2018,0,,,
,music_instruments,reseller,,online_medium,53be01f4f05aebe9d0c69268ac1999ce,9e4d1098a3b0f5da39b0bc48f9876645,3d2531eccfbde1d7c8db7a3a12fb267a,2695de1affa7750089c0455f8ce27021,3/9/2018 1:49:20 PM,"March 9, 2018",March 2018,2018,0,,,
,bed_bath_table,manufacturer,cat,online_medium,501f06dacc74edd54022151f71c8960b,9d12ef1a7eca3ec58c545c678af7869c,770145ac7913d8d3ace8aa83a1304938,4ef15afb4b2723d8f3d81e51ec7afefe,3/26/2018 10:54:23 PM,"March 26, 2018",March 2018,2018,0,,,
,phone_mobile,reseller,eagle,industry,c07c69d716213f5eb297e2721115daca,56bf83c4bb35763a51c2baab501b4c67,cf8ca2db83470a73b7cebdd86ea96fb9,9ae085775a198122c5586fa830ff7f2b,3/21/2018 5:16:52 PM,"March 21, 2018",March 2018,2018,0,,,
,bags_backpacks,manufacturer,,online_small,9c6dc3ff593093879a0eaf172f13589a,4b339f9567d060bcea4f5136b9f5949e,b6584a94139a5dd427c5b2d918116197,d3d1e91a157ea7f90548eef82f1955e3,3/12/2018 2:00:43 PM,"March 12, 2018",March 2018,2018,0,,,
,computers,reseller,cat,offline,7375737cbc45eaf7c478be2858e294ca,34d40cdaf94010a1d05b0d6212f9e909,89d394e1e062b0c231c559196aa7e18c,de63de0d10a6012430098db33c679b0b,5/2/2018 7:29:18 PM,"May 2, 2018",May 2018,2018,0,,,
,sports_leisure,,cat,online_medium,e3ad7bdd4df4a7d9653820d9d67d4e49,4b339f9567d060bcea4f5136b9f5949e,2f7c0e24a8a8fa5c807b59f66c2e9637,4b339f9567d060bcea4f5136b9f5949e,7/9/2018 5:00:00 AM,"July 9, 2018",July 2018,2018,0,,,
,health_beauty,reseller,eagle,industry,ed68030ad096167305ee933b382d92f4,0a0fb2b07d841f84fb6714e35c723075,81cce42d33ddf3d4f89f1d476b5e35e7,495d4e95a8cf8bbf8b432b612a2aa328,5/30/2018 3:34:09 PM,"May 30, 2018",May 2018,2018,0,,,
,home_decor,manufacturer,cat,offline,d238f0c1fbf6fccb32a3f8efcf03e3b8,f42a2bd194f7802ab052a815c8de65b7,68c701b433babf6e12018f1a674d3228,2695de1affa7750089c0455f8ce27021,5/9/2018 6:52:06 PM,"May 9, 2018",May 2018,2018,0,,,
,fashion_accessories,reseller,cat,online_big,35dae000552fd88cce58a6571998738c,370c9f455f93a9a96cbe9bea48e70033,184725737946a1a938bbbd1a9e978103,9e4d1098a3b0f5da39b0bc48f9876645,4/20/2018 10:48:35 PM,"April 20, 2018",April 2018,2018,0,,,
,home_decor,manufacturer,wolf,online_small,012fa44d6752ee07c167165cb8c6f11c,9e4d1098a3b0f5da39b0bc48f9876645,528e4514f9339c1c3dd7535fd1a2d8cb,4ef15afb4b2723d8f3d81e51ec7afefe,3/8/2018 4:01:48 PM,"March 8, 2018",March 2018,2018,0,,,
,pet,reseller,,,d73084414361442cb1fd4d659b395c38,068066e24f0c643eb1d089c7dd20cd73,2ba91c7ad80ff88b23b7db823b43c233,495d4e95a8cf8bbf8b432b612a2aa328,1/18/2018 12:22:24 PM,"January 18, 2018",January 2018,2018,0,,,
,home_decor,manufacturer,cat,online_medium,fb24fdefb6d2dd80651f6c1a87bc0d7f,56bf83c4bb35763a51c2baab501b4c67,bf0d50a6410d487dc97d2baac0a8c0be,2695de1affa7750089c0455f8ce27021,4/9/2018 8:22:46 PM,"April 9, 2018",April 2018,2018,0,,,
,audio_video_electronics,reseller,,,ab712090eb9a27881b63080c859147de,068066e24f0c643eb1d089c7dd20cd73,18d5b01a5ca858cf540df954e063978d,9ae085775a198122c5586fa830ff7f2b,2/2/2018 5:44:11 PM,"February 2, 2018",February 2018,2018,0,,,
,food_supplement,reseller,wolf,online_medium,3d25d97d74b25fda24861545538d0475,068066e24f0c643eb1d089c7dd20cd73,ce77b964b9986a57b37b928be67d9959,060c0a26f19f4d66b42e0d8796688490,2/23/2018 1:03:59 PM,"February 23, 2018",February 2018,2018,0,,,
,handcrafted,manufacturer,eagle,online_medium,f220cfabf79009211ae4493c75c742a9,370c9f455f93a9a96cbe9bea48e70033,1b69e7630792e60471efca457d5b57af,6565aa9ce3178a5caf6171827af3a9ba,8/15/2018 9:09:36 PM,"August 15, 2018",August 2018,2018,0,22,,
,home_decor,reseller,wolf,online_medium,16b2e31fefe580e6aab327e53949bc14,a8387c01a09e99ce014107505b92388c,9da15f4a4ea758d9eeb49000dbe57e22,495d4e95a8cf8bbf8b432b612a2aa328,3/9/2018 4:00:00 AM,"March 9, 2018",March 2018,2018,0,,,
1-5,fashion_accessories,manufacturer,wolf,offline,67577e94367b2efc073a5c9085a0e31d,45749fb708130f78d0db07d8d80f030b,5a4473aa20aec979dea3eee0822165aa,068066e24f0c643eb1d089c7dd20cd73,10/10/2018 6:35:47 PM,"October 10, 2018",October 2018,2018,0,15,1,1
,household_utilities,reseller,cat,online_big,4b28b220ac44eb9727640e0b78cc622c,34d40cdaf94010a1d05b0d6212f9e909,573becd44db78cee00182ec4a5594806,6565aa9ce3178a5caf6171827af3a9ba,4/20/2018 10:11:23 PM,"April 20, 2018",April 2018,2018,0,,,
,home_decor,manufacturer,eagle,online_medium,04ecc73f538bcc74df709fe9281e08b8,56bf83c4bb35763a51c2baab501b4c67,0a85ebe4e328db81ac9109781205e2f7,4ef15afb4b2723d8f3d81e51ec7afefe,3/15/2018 6:13:24 PM,"March 15, 2018",March 2018,2018,0,,,
,audio_video_electronics,reseller,,online_medium,7fd23d812013ce3b530b821d855bccbf,068066e24f0c643eb1d089c7dd20cd73,7f5e4d5efad7e44b91115dd1decb65f3,4ef15afb4b2723d8f3d81e51ec7afefe,4/9/2018 11:04:41 PM,"April 9, 2018",April 2018,2018,0,,,
,fashion_accessories,reseller,eagle,offline,9e7dc95c541eb2d8bf26affe1089821f,34d40cdaf94010a1d05b0d6212f9e909,b18791c7580856ccf7c72d22acd59873,a8387c01a09e99ce014107505b92388c,6/19/2018 11:04:53 PM,"June 19, 2018",June 2018,2018,0,,,
,sports_leisure,reseller,cat,industry,fca7ac68a9bcfe7ec3a017257471f198,9e4d1098a3b0f5da39b0bc48f9876645,48fa294ea8e32148c8dba7a692b72bfc,6565aa9ce3178a5caf6171827af3a9ba,4/12/2018 2:35:49 PM,"April 12, 2018",April 2018,2018,0,,,
,car_accessories,reseller,cat,online_medium,e4ccb212806eb5e35794b3ebbdf1f6b6,a8387c01a09e99ce014107505b92388c,1b4b28463457a256e9a784ebe2a8f630,4ef15afb4b2723d8f3d81e51ec7afefe,4/23/2018 10:40:04 PM,"April 23, 2018",April 2018,2018,0,,,
,household_utilities,reseller,,online_medium,c7f1da0a5723f5afd7996648fa9c20d5,de63de0d10a6012430098db33c679b0b,42fa4ee7240e9b8eb4576358ec142ba7,d3d1e91a157ea7f90548eef82f1955e3,1/29/2018 1:15:43 PM,"January 29, 2018",January 2018,2018,0,,,
,health_beauty,reseller,,online_small,7c3e1a45e4127c0eb25d7a8b7250da5b,068066e24f0c643eb1d089c7dd20cd73,89a51f50b8095ea78d5768f34c13a76f,060c0a26f19f4d66b42e0d8796688490,4/10/2018 9:17:03 PM,"April 10, 2018",April 2018,2018,0,,,
,small_appliances,reseller,cat,online_medium,8e12ae4ee6dc484ecf2277a19b845658,4b339f9567d060bcea4f5136b9f5949e,f9ec7093df3a7b346b7bcf7864069ca3,495d4e95a8cf8bbf8b432b612a2aa328,5/11/2018 7:09:22 PM,"May 11, 2018",May 2018,2018,0,,,
,construction_tools_house_garden,manufacturer,cat,online_big,e75d0b169ffeb90d4b805790ce68a239,9e4d1098a3b0f5da39b0bc48f9876645,7238a95bb63ef7e498389fb863b834a1,85fc447d336637ba1df43e793199fbc8,3/26/2018 2:07:20 PM,"March 26, 2018",March 2018,2018,0,,,
,car_accessories,reseller,wolf,offline,7ccf00b6949c12d2df1963c60fad4f25,9d12ef1a7eca3ec58c545c678af7869c,294e164108bc80d8fbf5ee39c448461c,4ef15afb4b2723d8f3d81e51ec7afefe,4/3/2018 10:39:13 PM,"April 3, 2018",April 2018,2018,0,,,
,phone_mobile,reseller,,online_medium,08fdf1038af7dd3070bdcd18922e23b2,4b339f9567d060bcea4f5136b9f5949e,850913d59ce317156b00f3705f1c3edb,d3d1e91a157ea7f90548eef82f1955e3,2/8/2018 6:29:13 PM,"February 8, 2018",February 2018,2018,0,,,
unknown,car_accessories,reseller,cat,online_small,fe7fdf179234f77c4d0ab2ea82a82c52,f42a2bd194f7802ab052a815c8de65b7,e19d488f67425e5a884abb42dfa0c458,85fc447d336637ba1df43e793199fbc8,8/31/2018 12:34:38 AM,"August 31, 2018",August 2018,2018,0,40,1,0
,small_appliances,,,online_medium,b2fb7865dfca2461177cbad7ec520b0e,56bf83c4bb35763a51c2baab501b4c67,e1c76f339ebd5460999f25a2aa8c92c5,c638112b43f1d1b86dcabb0da720c901,2/8/2018 6:10:00 PM,"February 8, 2018",February 2018,2018,0,,,
,audio_video_electronics,reseller,cat,online_beginner,5ebfa70416c6e41452ddde4ce2b536ac,068066e24f0c643eb1d089c7dd20cd73,72c38a04bd6a1c3dbc5298425a0db86d,c638112b43f1d1b86dcabb0da720c901,3/6/2018 12:29:22 PM,"March 6, 2018",March 2018,2018,0,,,
,jewerly,reseller,wolf,online_medium,9064926a39ede3627d76ffcc643bd773,068066e24f0c643eb1d089c7dd20cd73,6de5884cc604dc6798577fbf91e86836,060c0a26f19f4d66b42e0d8796688490,3/27/2018 7:57:49 PM,"March 27, 2018",March 2018,2018,0,,,
,phone_mobile,reseller,cat,industry,44f24b3c093ffe8bb756db22f86a9a2f,068066e24f0c643eb1d089c7dd20cd73,ce4f1d45100bd92470c482527f73f72d,4ef15afb4b2723d8f3d81e51ec7afefe,3/29/2018 7:45:03 PM,"March 29, 2018",March 2018,2018,0,,,
,food_drink,manufacturer,,industry,b05d4080611fca7960d66263f2b29fa5,de63de0d10a6012430098db33c679b0b,7d2d952e020034f05b4b7a7222563d89,6565aa9ce3178a5caf6171827af3a9ba,2/22/2018 2:28:41 PM,"February 22, 2018",February 2018,2018,0,,,
,sports_leisure,,cat,online_medium,f593b9ead8801922f74f0a5329e31486,068066e24f0c643eb1d089c7dd20cd73,e157c96a8e7711636119c6af8e7cf85f,c638112b43f1d1b86dcabb0da720c901,2/26/2018 3:46:28 PM,"February 26, 2018",February 2018,2018,0,,,
,household_utilities,manufacturer,,online_medium,c2dd0b60035ad00b08f81244a20b4860,56bf83c4bb35763a51c2baab501b4c67,57df9869a600bd6b7c405f2a862eccfb,4ef15afb4b2723d8f3d81e51ec7afefe,1/16/2018 1:36:23 PM,"January 16, 2018",January 2018,2018,0,,,
,party,manufacturer,,offline,5ca05341418f09367540f05484d0b650,de63de0d10a6012430098db33c679b0b,fdde1d384dea864917f6b8f2d330986e,4ef15afb4b2723d8f3d81e51ec7afefe,1/23/2018 7:30:32 PM,"January 23, 2018",January 2018,2018,0,,,
5-20,watches,reseller,eagle,online_medium,92732d8798add606646430bbd6748bfd,9d12ef1a7eca3ec58c545c678af7869c,2fc89ae84d3c48eda4b268408f6ad6d7,a8387c01a09e99ce014107505b92388c,7/10/2018 5:57:10 PM,"July 10, 2018",July 2018,2018,0,,1,1
,pet,reseller,cat,offline,8aa25d565a8891e68d123138a137622b,9e4d1098a3b0f5da39b0bc48f9876645,bfee0cb1dc3d4e4a2d625daeafaa3d3e,fbf4aef3f6915dc0c3c97d6812522f6a,4/12/2018 11:32:57 PM,"April 12, 2018",April 2018,2018,0,,,
,car_accessories,reseller,cat,online_big,b47ea67781941189af94d2e217161684,370c9f455f93a9a96cbe9bea48e70033,4e480be820e37de1444325ff358c9296,fbf4aef3f6915dc0c3c97d6812522f6a,5/30/2018 7:49:58 PM,"May 30, 2018",May 2018,2018,0,,,
,health_beauty,manufacturer,cat,industry,f5386ed31571beed0361427ff58a9778,370c9f455f93a9a96cbe9bea48e70033,ce4755084bc097113867e6454f8f5e52,d3d1e91a157ea7f90548eef82f1955e3,5/8/2018 7:48:59 PM,"May 8, 2018",May 2018,2018,0,,,
,home_decor,manufacturer,cat,industry,000dd3543ac84d906eae52e7c779bb2a,a8387c01a09e99ce014107505b92388c,500b5e25308adf85bbc0bbc52c3dc05b,9e4d1098a3b0f5da39b0bc48f9876645,4/24/2018 5:00:00 AM,"April 24, 2018",April 2018,2018,0,,,
,health_beauty,reseller,cat,online_medium,d1d99ef14bb813e29718b9b4df53de52,a8387c01a09e99ce014107505b92388c,ca7c6bd577e559472af1c699de9e764e,9ae085775a198122c5586fa830ff7f2b,3/15/2018 10:09:42 PM,"March 15, 2018",March 2018,2018,0,,,
,fashion_accessories,reseller,,online_beginner,16a50d670cfa9afa1ebd0022240fb0f9,56bf83c4bb35763a51c2baab501b4c67,2866098c2a38fb723ee05f5b65635df0,9ae085775a198122c5586fa830ff7f2b,2/9/2018 4:46:42 PM,"February 9, 2018",February 2018,2018,0,,,
,food_supplement,manufacturer,cat,offline,cc1d6397370f680339bb84ca6ad55267,56bf83c4bb35763a51c2baab501b4c67,767f9c7cc8d4c288b891893b61f3a2ca,6565aa9ce3178a5caf6171827af3a9ba,3/6/2018 2:29:10 PM,"March 6, 2018",March 2018,2018,0,,,
,home_decor,manufacturer,cat,online_medium,91bf42fe769d7f395d8f11b747000def,9e4d1098a3b0f5da39b0bc48f9876645,19d7a4faa5de92caef9ad5128e6b1467,495d4e95a8cf8bbf8b432b612a2aa328,3/14/2018 1:24:20 PM,"March 14, 2018",March 2018,2018,0,,,
,car_accessories,reseller,,offline,c5b432382d5978b94676426a32725dff,b34f6eba10f46bf9a657a01c108a8284,3cbdc3237aa8afe44324bda4a1ccf676,a8387c01a09e99ce014107505b92388c,10/3/2018 8:32:49 PM,"October 3, 2018",October 2018,2018,100000,300,,
,food_supplement,reseller,cat,offline,c56202b66d431a16fbc0260c3d2bd1f6,4b339f9567d060bcea4f5136b9f5949e,d687681225767af6d214d1b3ae13f66a,2695de1affa7750089c0455f8ce27021,6/11/2018 9:23:48 PM,"June 11, 2018",June 2018,2018,0,,,
,car_accessories,manufacturer,wolf,online_big,fa49eb69043e202e2370b17f86bb10a8,4b339f9567d060bcea4f5136b9f5949e,13511db12ac61e2f89c53b72a944a60b,4ef15afb4b2723d8f3d81e51ec7afefe,2/22/2018 7:03:54 PM,"February 22, 2018",February 2018,2018,0,,,
,music_instruments,reseller,,online_medium,31aa9651503a33c7f28f2a6e4d46b6e0,de63de0d10a6012430098db33c679b0b,d3dcf0604eabf0224fbd5948b5e02f69,4ef15afb4b2723d8f3d81e51ec7afefe,2/2/2018 12:22:56 PM,"February 2, 2018",February 2018,2018,0,,,
,household_utilities,manufacturer,eagle,online_medium,c9b03be66eee564123ecf4b66c25986a,56bf83c4bb35763a51c2baab501b4c67,7ade73f1b9b4e965f9009a4c3a7e2c15,c638112b43f1d1b86dcabb0da720c901,3/22/2018 2:14:56 PM,"March 22, 2018",March 2018,2018,0,,,
,toys,reseller,cat,offline,2b6a1d360326583e2b95118913845eb5,b90f87164b5f8c2cfa5c8572834dbe3f,87d3c3aeb3ead335511b3ce315eb341e,a8387c01a09e99ce014107505b92388c,5/14/2018 3:25:24 PM,"May 14, 2018",May 2018,2018,0,,,
,construction_tools_house_garden,reseller,eagle,online_medium,3b3f06f94891410cd5cec559abe7cff8,a8387c01a09e99ce014107505b92388c,9cec48faacf156410e6c576bcefdade5,9e4d1098a3b0f5da39b0bc48f9876645,4/12/2018 4:02:51 PM,"April 12, 2018",April 2018,2018,0,,,
,health_beauty,reseller,,online_small,dd61b41d5b91a9a09e504f025a87553b,de63de0d10a6012430098db33c679b0b,ae45df84722b1d15c5f32b23a095746c,4ef15afb4b2723d8f3d81e51ec7afefe,1/30/2018 6:39:30 PM,"January 30, 2018",January 2018,2018,0,,,
,home_decor,reseller,,online_small,8b0a6e823972477463ff90b9e804a70c,fdb16d3cbbeb5798f2f66c4096be026d,cad9969167c09b48ae6f1d123f7fa68d,4ef15afb4b2723d8f3d81e51ec7afefe,2/7/2018 4:45:25 PM,"February 7, 2018",February 2018,2018,0,,,
,bags_backpacks,reseller,,online_small,44d37f9019983d92ead37f855133415b,de63de0d10a6012430098db33c679b0b,8f014a85666ef7e6a98b99a7e136bacc,d3d1e91a157ea7f90548eef82f1955e3,1/19/2018 3:00:00 AM,"January 19, 2018",January 2018,2018,0,,,
,phone_mobile,reseller,,offline,c242ee43f6d34d89ee71b02fbc5e88a7,4b339f9567d060bcea4f5136b9f5949e,85044848b1b767db2a4a58526adef4b4,c638112b43f1d1b86dcabb0da720c901,2/5/2018 9:03:48 PM,"February 5, 2018",February 2018,2018,0,,,
,food_drink,reseller,cat,online_medium,7290c4082936311a3295b7c9ca7bda8f,9e4d1098a3b0f5da39b0bc48f9876645,9c1c0c36cd23c20897e473901a8fb149,fbf4aef3f6915dc0c3c97d6812522f6a,3/19/2018 9:26:27 PM,"March 19, 2018",March 2018,2018,0,,,
,pet,reseller,,online_medium,0ace14f7dd3d8e29870664c6fa021440,56bf83c4bb35763a51c2baab501b4c67,ce20a2ec1514c25e16f2b5b39bc818f0,060c0a26f19f4d66b42e0d8796688490,2/5/2018 7:10:27 PM,"February 5, 2018",February 2018,2018,0,,,
,health_beauty,manufacturer,cat,online_big,1d015de3059eb8754a365b5bbc735818,f42a2bd194f7802ab052a815c8de65b7,2157c762d011d8bdf2097f45d80df0ef,56bf83c4bb35763a51c2baab501b4c67,7/18/2018 8:48:13 PM,"July 18, 2018",July 2018,2018,0,,,
,pet,reseller,wolf,online_medium,f2258c61a8b46c0620005f5949fb11b8,068066e24f0c643eb1d089c7dd20cd73,cad10cc982ab6a391570c211b995c17c,6565aa9ce3178a5caf6171827af3a9ba,3/14/2018 5:52:04 PM,"March 14, 2018",March 2018,2018,0,,,
,bags_backpacks,reseller,cat,online_medium,f4854d16f1c74c2e64a5b01933a04ada,34d40cdaf94010a1d05b0d6212f9e909,fe1f84058e11c26fe9582167f47c343c,6565aa9ce3178a5caf6171827af3a9ba,5/14/2018 3:36:50 PM,"May 14, 2018",May 2018,2018,0,,,
,baby,manufacturer,cat,online_beginner,52427b6097c05044266c10cf110bb16c,34d40cdaf94010a1d05b0d6212f9e909,b89f350d98e85cdac1137510bd7b566e,56bf83c4bb35763a51c2baab501b4c67,4/30/2018 8:30:12 PM,"April 30, 2018",April 2018,2018,0,,,
,computers,reseller,,online_big,da740a2d739707c310f3762453b41359,de63de0d10a6012430098db33c679b0b,f085a186e0ab15cb03a8bf46e07a8397,4ef15afb4b2723d8f3d81e51ec7afefe,1/24/2018 12:33:32 PM,"January 24, 2018",January 2018,2018,0,,,
,pet,reseller,wolf,online_medium,cd39b2fcf60d4580dbe25b82be3fd1ab,4b339f9567d060bcea4f5136b9f5949e,72bb43f9683adea77d240b7985e2dfa2,495d4e95a8cf8bbf8b432b612a2aa328,3/27/2018 5:00:00 AM,"March 27, 2018",March 2018,2018,0,,,
,books,manufacturer,wolf,online_beginner,5b6359f4589fe6e5a4856110f0480240,f42a2bd194f7802ab052a815c8de65b7,e77e2e91d8ba596f5bce16b906255fe0,85fc447d336637ba1df43e793199fbc8,5/22/2018 2:44:38 PM,"May 22, 2018",May 2018,2018,0,,,
,home_decor,reseller,cat,offline,3532ba8963b76ecaa46dc6d6f055a31a,56bf83c4bb35763a51c2baab501b4c67,7d7d2b7a51328016102d4528c411d630,4ef15afb4b2723d8f3d81e51ec7afefe,3/14/2018 1:23:39 PM,"March 14, 2018",March 2018,2018,0,,,
,bags_backpacks,manufacturer,wolf,industry,6451343e4f4041fb19ddf7b9dc58538b,370c9f455f93a9a96cbe9bea48e70033,651530bf5c607240ccdd89a30c9c9712,85fc447d336637ba1df43e793199fbc8,6/27/2018 5:12:26 PM,"June 27, 2018",June 2018,2018,0,,,
1-5,computers,reseller,cat,online_medium,5ee85f64aafcce6b24e3e1171a475ea6,33dd30594303eb0ebe12a556d612c437,d8887be1427e48581e65fed5faf03bce,d3d1e91a157ea7f90548eef82f1955e3,8/21/2018 2:30:34 PM,"August 21, 2018",August 2018,2018,5000,30,1,1
,health_beauty,reseller,eagle,online_big,2fdef625a264874c1a4081ca24dd479d,9d12ef1a7eca3ec58c545c678af7869c,5670f4db5b62c43d542e1b2d56b0cf7c,4ef15afb4b2723d8f3d81e51ec7afefe,3/26/2018 10:42:32 PM,"March 26, 2018",March 2018,2018,0,,,
,home_decor,manufacturer,cat,industry,b8a54e345fa5fa48d9f72b7cd514240d,4b339f9567d060bcea4f5136b9f5949e,98151b0a22aa6e9ac06a7bb854fa6959,85fc447d336637ba1df43e793199fbc8,4/30/2018 4:27:15 PM,"April 30, 2018",April 2018,2018,0,,,
,construction_tools_house_garden,reseller,cat,online_small,a78562b316f0578286ddea6e6eaf2c63,a8387c01a09e99ce014107505b92388c,929f342384a6607afe143d789ade1316,4ef15afb4b2723d8f3d81e51ec7afefe,4/11/2018 3:39:02 PM,"April 11, 2018",April 2018,2018,0,,,
,household_utilities,reseller,,online_small,c0760e4171db0cd649bda18fcd314e33,fdb16d3cbbeb5798f2f66c4096be026d,4c18691b6037662be2df78a765d98ab5,fbf4aef3f6915dc0c3c97d6812522f6a,1/22/2018 4:28:51 PM,"January 22, 2018",January 2018,2018,0,,,
,home_decor,reseller,,online_medium,9ef248df74556f4768271660f5ef5f7b,4b339f9567d060bcea4f5136b9f5949e,aa2640d851ec322526f1295bbeb20092,6565aa9ce3178a5caf6171827af3a9ba,2/7/2018 12:14:36 PM,"February 7, 2018",February 2018,2018,0,,,
,home_decor,manufacturer,cat,online_top,4532f03593699ffdfd5fc1b58540190e,068066e24f0c643eb1d089c7dd20cd73,19d62d484cba71963c93f0f00ab42013,fbf4aef3f6915dc0c3c97d6812522f6a,3/14/2018 8:43:52 PM,"March 14, 2018",March 2018,2018,0,,,
50-200,bed_bath_table,reseller,cat,online_medium,dada30935bcfc75c69e651430ea8815f,33dd30594303eb0ebe12a556d612c437,f2c87addc7e39e1c73457c4ec85ed728,4b339f9567d060bcea4f5136b9f5949e,9/27/2018 7:36:04 PM,"September 27, 2018",September 2018,2018,0,85,0,1
,home_decor,manufacturer,eagle,online_medium,e9631bea70bc3ae4018bff0eac2c0986,370c9f455f93a9a96cbe9bea48e70033,5b0cc932433fa5184b5b94bfe6bcc256,a8387c01a09e99ce014107505b92388c,5/17/2018 2:42:15 PM,"May 17, 2018",May 2018,2018,0,,,
,computers,reseller,cat,online_medium,1dbafa1bd602541ba5249cf8cc388acf,0a0fb2b07d841f84fb6714e35c723075,252b493131fc46ee4a19fbfcbd565676,4ef15afb4b2723d8f3d81e51ec7afefe,6/4/2018 2:47:47 PM,"June 4, 2018",June 2018,2018,0,,,
,health_beauty,reseller,eagle,online_medium,d92949512f85bf2db92ad19b662922f6,9d12ef1a7eca3ec58c545c678af7869c,0502e5d79bd91b34b68cef9b3b45230c,068066e24f0c643eb1d089c7dd20cd73,5/18/2018 9:32:40 PM,"May 18, 2018",May 2018,2018,0,,,
,audio_video_electronics,reseller,cat,online_medium,dcee66ccb49a492ae42c446c0cc01b3a,068066e24f0c643eb1d089c7dd20cd73,cd2169d9f31ff6fbb9ca3373b0c9e354,85fc447d336637ba1df43e793199fbc8,4/23/2018 11:07:06 PM,"April 23, 2018",April 2018,2018,0,,,
,bed_bath_table,manufacturer,,online_medium,4a357e43fba47afd6d96c6f6524ade53,068066e24f0c643eb1d089c7dd20cd73,9aa388272ee334b6ae07bc73706e254a,d3d1e91a157ea7f90548eef82f1955e3,2/19/2018 8:49:04 PM,"February 19, 2018",February 2018,2018,0,,,
,stationery,reseller,cat,offline,fceb58eea3ffda92cf9ab32fd9e5fe0d,a8387c01a09e99ce014107505b92388c,dc00a47754c9e2eda1f84b0bff6ee95e,2695de1affa7750089c0455f8ce27021,4/23/2018 3:23:55 PM,"April 23, 2018",April 2018,2018,0,,,
50-200,computers,reseller,eagle,online_medium,63d196328512c582293ce6c845521bb6,0a0fb2b07d841f84fb6714e35c723075,1fe5540d7c1c37a595fefbacd5570d9e,34d40cdaf94010a1d05b0d6212f9e909,7/20/2018 8:18:14 PM,"July 20, 2018",July 2018,2018,0,,0,1
,handcrafted,manufacturer,wolf,offline,cd60cded04fede4abccff6e0dea36f6e,a8387c01a09e99ce014107505b92388c,dd3c4f2160ceb84483c6ef84ddc541e0,4ef15afb4b2723d8f3d81e51ec7afefe,7/20/2018 10:30:20 PM,"July 20, 2018",July 2018,2018,0,,,
,watches,reseller,cat,online_medium,6fd8a9e989f62bd98e7d20c2f81b1519,068066e24f0c643eb1d089c7dd20cd73,bce6a5ecf98e99fd2a8868b15c51f04b,d3d1e91a157ea7f90548eef82f1955e3,4/13/2018 5:00:00 AM,"April 13, 2018",April 2018,2018,0,,,
,health_beauty,manufacturer,eagle,online_medium,e03c43e6cfff88b9e06badf1de66b950,0a0fb2b07d841f84fb6714e35c723075,5f4ffce0fafd72596bcb09d1467981c2,068066e24f0c643eb1d089c7dd20cd73,7/9/2018 2:54:57 PM,"July 9, 2018",July 2018,2018,0,,,
