Product Category Name,Product Id (Products),Product Description Length,Product Height Cm,Product Length Cm,Product Name Length,Product Photos Qty,Product Weight G,Product Width Cm
brinquedos,aac7416c2efb28528e5cf18c1f582053,71,30,39,44,2,800,29
brinquedos,8f90151658c1de0ef26b6d9c3d74ae3a,88,30,39,44,2,5700,29
brinquedos,f71493db6e7483d84f937e1d15eddb38,669,30,20,44,2,700,30
brinquedos,2d4114b81581f8c123e9d78743d9221a,1421,21,34,44,2,806,32
brinquedos,56c1cf251f11ba5c5f1dd029fa148363,216,15,45,44,2,400,35
brinquedos,ced26c2a308260f9e9e34004ed509901,695,34,48,44,2,5050,41
cama_mesa_banho,5f8fd0bd52dabcd1e9e2427dccbcea18,352,11,50,44,2,400,11
cama_mesa_banho,01886ce599b5837b3e1966cdafacd080,701,12,50,44,2,1000,12
cama_mesa_banho,f06301dd6d54c3e4300920991f2af380,444,16,50,44,2,700,16
cama_mesa_banho,ff7c7524d5f9a8386ab27088ec03c1fb,510,10,40,44,2,1000,30
cama_mesa_banho,439d0c278b77ddc4b1488de210c8df35,641,10,50,44,2,1950,40
cama_mesa_banho,f64fc82a96c3d672cedd416653f65f06,437,9,45,44,2,400,50
cama_mesa_banho,6610dc3cac3b77009d969495cc2d7037,388,10,30,44,2,1250,55
casa_construcao,d979289e78afc0a6bee40e1f9dabe520,443,40,40,44,2,13900,40
consoles_games,2d4a0901f4f1829bd4f4affbb142ce4b,1339,15,20,44,2,700,20
construcao_ferramentas_construcao,a11b92613ac1f37b3617b440c7b9e6b3,534,20,24,44,2,713,21
cool_stuff,82bbea2a39c7d1745ad49a2479460e75,732,30,62,44,2,3050,26
cool_stuff,3cf8d433fe3db3e76fcbf8197ad40b5b,501,20,35,44,2,11700,35
cool_stuff,8a330ba3cd34d650c45bce0fc21771ac,1611,25,32,44,2,2400,39
eletrodomesticos,ffbfe460c6f140cdbe4f494be6dd43be,889,40,20,44,2,2350,30
eletronicos,b9a4af1c160ac5edcc68db0b88785ea1,510,2,23,44,2,400,13
eletroportateis,f4f8823fb84272f90fd1311532effb71,196,12,16,44,2,150,16
esporte_lazer,e0eabffe36728eea94d959975124238c,792,10,16,44,2,850,11
esporte_lazer,0878701fe7102eb1ba7f0f00229b7944,312,5,17,44,2,950,14
esporte_lazer,7b122b9b1822b5e4241a7b06e0a7f4cb,414,20,20,44,2,400,15
esporte_lazer,c60c5d18a948f105c5dc3585ef3051d6,234,15,60,44,2,1500,15
esporte_lazer,8498a9b0c20fa9075241141de7f756fb,235,15,60,44,2,2100,15
esporte_lazer,4a7c466c35cfb5fec7d60f9548623cc7,228,15,60,44,2,2350,15
esporte_lazer,8bce28781999184ac2a46c7c83ba0ed6,232,15,60,44,2,3400,15
esporte_lazer,cd9895374edea6a67749d331b0b32070,1449,14,20,44,2,250,16
esporte_lazer,516e925f693b7a4935e87acc858c86f6,1322,16,26,44,2,400,21
esporte_lazer,5dd65915a87e9031993b18e481a3cbe5,2080,6,25,44,2,100,25
esporte_lazer,266bd39cb9a2ea456f82d4175e6306c4,979,20,90,44,2,7150,25
esporte_lazer,b11802a8f8d0f813ec6d3fa8967aab21,521,6,42,44,2,1550,40
esporte_lazer,38201aa4f47d255ccc9f259c913854a4,521,6,42,44,2,1750,40
fashion_bolsas_e_acessorios,b823551434fcf1d7f42527b9cc0b36b7,1359,2,16,44,2,150,11
fashion_bolsas_e_acessorios,2202fbe16d5626431835d6000350cea3,378,16,16,44,2,100,16
fashion_bolsas_e_acessorios,985917955434700f83de118d8978d560,574,16,16,44,2,100,16
fashion_roupa_masculina,418c8127e2810370323241e326874320,412,30,35,44,2,300,20
ferramentas_jardim,53374f156a1ace240c1db1d30de7f110,293,17,50,44,2,3000,38
ferramentas_jardim,e9587f9144eeecc69fd4ed7dcf32a024,461,26,16,44,2,1250,40
ferramentas_jardim,8973ef2da217ed7a8e15dc3c7c5c96aa,415,25,30,44,2,5650,45
informatica_acessorios,4d2da992b16e85606d87d2de7f47fb0d,172,15,22,44,2,200,12
informatica_acessorios,b3b0bce74668bf355cbd94db1e4d17b9,1133,15,36,44,2,200,21
informatica_acessorios,d41e71b34a15f8bc2c7ed84561ebb600,870,6,30,44,2,900,23
informatica_acessorios,e272c7b6c21c38e8ee510666a28460d4,1351,22,30,44,2,1550,26
informatica_acessorios,ae5cad88462eb7b7b61401e31c45618e,1428,20,30,44,2,250,32
informatica_acessorios,0ac2a75d9c1e9688df3a7730a4ffad14,116,4,50,44,2,300,40
instrumentos_musicais,388404eabf1c32aa6fc51105ce5220d7,627,7,17,44,2,300,11
instrumentos_musicais,5919b992cefc81ed9074411c99401add,872,7,17,44,2,550,12
malas_acessorios,5ea135a7b8448e88c3fa7696860b3c3d,132,10,20,44,2,400,16
moveis_decoracao,514a05c9bf403b0572e712c8ee658567,1673,11,52,44,2,550,11
moveis_decoracao,f739e9151702508b18f796c53005e5e9,533,11,69,44,2,1000,11
moveis_decoracao,775bca2cd0c1c8165c893062195f9429,472,7,19,44,2,2400,16
moveis_decoracao,f516d692e2bf83614119de3286a12fca,192,10,18,44,2,400,20
moveis_decoracao,05b316ac6e25ef5776b4841f5696bfb8,224,21,24,44,2,417,22
moveis_decoracao,256086616d085d9fdedf74f8595f589a,864,7,40,44,2,2450,60
moveis_escritorio,310fb273d383efab30a7599552f3bfe8,900,16,62,44,2,23950,49
moveis_escritorio,835e3f51a6ef088097cc8cf42f08fd17,900,16,62,44,2,24700,49
moveis_quarto,004ffcbfa5aac82212a95bc972ea8a85,776,35,65,44,2,10000,35
moveis_quarto,8ed5b7ff674f091d1fad96a4bb0d58e8,750,35,65,44,2,11650,35
papelaria,dcecdbaf763f2a027e5b4587ba9ee82b,226,7,24,44,2,200,14
papelaria,94aa4a6893284c0236d6c79c194ef5a6,899,7,27,44,2,700,22
papelaria,4df187b7e8a4e64314a77ef4e9e05c12,169,6,37,44,2,900,29
papelaria,35d41a97fd059a6bafe3f7c1fa00e718,790,20,45,44,2,13300,35
perfumaria,d4652fae7ca028fda70d9b7b75432e04,1388,5,16,44,2,200,11
perfumaria,e7d05769123784629c9484f57ad35176,216,11,16,44,2,550,11
perfumaria,2f1507d615de7f4f0e73e3be811ee6bc,1071,9,18,44,2,600,13
perfumaria,b16c0da649071283aa94607f11da154a,741,7,16,44,2,200,14
perfumaria,28a0482239353fd069dcf3e6d625ed5b,389,13,19,44,2,424,14
perfumaria,a7566c5565bf286a5c8fb48387d97bb8,259,14,23,44,2,425,17
pet_shop,88de5a4c9a8190df7f9b4a5b4f3f68cd,430,7,16,44,2,200,11
pet_shop,a4b4c6dda9b745b87b23da10dd2af1b7,430,7,16,44,2,250,11
pet_shop,0ec26c826d2fb3863640b6a8cfdc42c1,960,81,93,44,2,22600,18
pet_shop,1a657b37e6e9a1ad8dfc98c1820a3fef,316,20,20,44,2,700,20
relogios_presentes,369440882015b4d57e6f077771c3411e,580,11,16,44,2,300,11
relogios_presentes,9598f6cd8a6b8adbb542aca0635794f9,777,11,16,44,2,400,11
relogios_presentes,09b590ada623ecf66329917ea4731957,1396,11,17,44,2,214,13
relogios_presentes,92d5ae8e42c4599266f210bf0469ae9b,495,11,18,44,2,439,13
relogios_presentes,ba63a82a6a467d4d29dfba52bfeb064a,1748,14,21,44,2,450,14
relogios_presentes,c1ad8ac66c91ad301cefc322ba2adf31,371,14,19,44,2,757,15
relogios_presentes,843a502670c17eb4f8e7898bc2969be3,1113,12,20,44,2,500,15
relogios_presentes,5f90a946d1d1d997e9f4f85cdf90ecfd,412,10,16,44,2,167,17
relogios_presentes,add32d15ff7c76396b982686227d9553,654,15,23,44,2,500,19
relogios_presentes,ea260f972b87224bc68cc0c605e915fc,170,22,19,44,2,343,20
sinalizacao_e_seguranca,cd88e612d88f1722039806fd13844ffb,680,11,22,44,2,325,22
sinalizacao_e_seguranca,54405df05005a5933a1a2851d1c69c86,705,8,27,44,2,750,22
telefonia,759387d879934d7b6fd19846303efc10,353,3,19,44,2,50,11
telefonia,2ec4063419591b373f7990da94fb2c6c,375,20,20,44,2,50,20
utilidades_domesticas,78fb3aacfbed6d74a9ae27f69ffd6ee8,258,15,16,44,2,731,13
utilidades_domesticas,d696750e550fd0f733979dd7e5dff921,916,5,53,44,2,950,13
utilidades_domesticas,361d8cb449a8b6a7c58b4a0c8ef23888,322,8,23,44,2,700,15
utilidades_domesticas,3ecb405a579723d0b1b5161dd32daf28,394,27,21,44,2,257,16
utilidades_domesticas,47a67549d9b00310453dec1c3902e391,1188,15,30,44,2,600,20
utilidades_domesticas,0dc157babdb4785891879bc375256724,300,23,25,44,2,950,25
utilidades_domesticas,2504bf725d7aa06820b73b85c5ca6653,250,5,32,44,2,1500,28
utilidades_domesticas,0d8c593f5408c0e5d59f850bb0a7b499,268,60,90,44,2,28250,33
utilidades_domesticas,ca96d665a6e7038a569277e6e1d34cbe,676,13,37,44,2,500,37
utilidades_domesticas,09cee4288906c4cff9cd235f33dc0ec0,546,26,39,44,2,4800,39
utilidades_domesticas,8cf22b2cc9465d64474a09853b62f5b2,150,10,50,44,2,3250,60
artes,be9bf7ba4c99709e44c413d4ffe9dfa4,757,17,27,45,2,275,21
automotivo,1915d084b3657c8f7be072bd8cdadc74,411,6,16,45,2,275,11
automotivo,f6af9afab66b4968cf9c27dcdfc42047,197,18,16,45,2,200,11
automotivo,678f396917aa6966b51489693705dc13,1136,11,30,45,2,300,16
automotivo,cc64f28b5d156587d478b9b1a876340e,582,40,40,45,2,7900,30
automotivo,d3eacacc44cc941912e3e97ed52037c6,582,40,40,45,2,10300,30
bebes,9df2b21ec85378d71df4404712e17478,1042,23,21,45,2,750,35
bebes,d078d453361cd47a1041bf9a20a92774,1383,16,41,45,2,8450,41
bebes,23601216d4de33d54c6801f27dc59357,235,15,75,45,2,9400,50
bebes,5f30303a0e011f4746c76054639a2afb,235,15,75,45,2,9400,50
beleza_saude,2ceff09b2c03503b6dfe7b076c6f0c1e,2208,6,16,45,2,150,11
beleza_saude,78e780df15a8af21016b07b8f03b8904,337,18,16,45,2,500,11
beleza_saude,286c96ba1dbc3222ecf3a683d6e0fb33,525,11,19,45,2,90,12
beleza_saude,31cddbc370031fbb839a21441df28015,400,14,19,45,2,433,15
beleza_saude,06cef71c232a9f86d77f004878df253c,1614,33,20,45,2,900,16
beleza_saude,40631fc40fbf11823322e3477ca53171,3752,5,29,45,2,700,16
beleza_saude,2db85e45ff15b96518baa00fdacdc6c6,274,12,22,45,2,300,17
beleza_saude,bc9b777dcebf814cf56193dcef254448,315,5,16,45,2,250,20
beleza_saude,64cc3c7698b70c71f7f1ce671c112ad0,700,20,20,45,2,150,20
beleza_saude,f0bc0aed23d451f89495f7650d81e244,124,5,30,45,2,900,23
beleza_saude,0f784f8f15179b9e101beb85796efc1a,532,8,24,45,2,400,24
brinquedos,49f19939bc5c8639e06c36d3bf01ee98,842,13,16,45,2,213,14
brinquedos,9df634af5c467f3b07f3d92f7765aa64,965,32,16,45,2,850,16
brinquedos,ac0ac7fa83bfae616a1a9e049c2d5a2a,940,9,27,45,2,300,18
brinquedos,96ea4f32befa14bd8ab36fd6827a5e3f,1217,9,30,45,2,375,18
brinquedos,9d5aabe3e3265ed911b2a85d14474635,1638,23,23,45,2,1075,19
brinquedos,17fc8cc736bd5d1f6714f41102d6ff30,921,15,28,45,2,500,20
brinquedos,85567ceb8a1521a09cdab785ab726b03,467,20,40,45,2,650,20
brinquedos,e6a4a19d87a5ea827c2da90f28433450,448,27,34,45,2,1436,27
brinquedos,e45ba6ba3c6ee4fa2c62e6a6a587717e,780,61,37,45,2,2733,29
brinquedos,ee9ff7710c74eb0f453f711fe2fd8014,293,4,34,45,2,250,32
brinquedos,f88d1685109f08578f9cc5a9cd4c770a,437,13,48,45,2,761,48
cama_mesa_banho,3f24e35922fa51c0626c7c51d2f3a9a4,179,10,45,45,2,1250,15
cama_mesa_banho,8de065ea288024906fe52d09d8021df4,1504,2,20,45,2,150,16
cama_mesa_banho,d706b383dcd20613f06ed5af5412b4d7,444,16,50,45,2,700,16
cama_mesa_banho,a3fd6c4ecde9035c3e8dd4e0fd8b8048,191,6,16,45,2,150,20
cama_mesa_banho,98c2f7da94217786e372e7d85462c354,238,11,30,45,2,2700,20
cama_mesa_banho,1ccead49ab8f345a022f75586ecfc1b2,310,20,35,45,2,1800,25
cama_mesa_banho,7ee482af805775c6a03ea2817054d1c5,219,3,26,45,2,575,26
cama_mesa_banho,50b2ddbf47bd0b8eecabb404613e2a45,486,10,40,45,2,1050,30
cama_mesa_banho,a8a6407563f042ecbfd5e63dca6453c5,475,8,48,45,2,1940,39
cama_mesa_banho,4931c278377ca00652dec3734798fd7f,172,10,60,45,2,300,40
cama_mesa_banho,b7605b5b483063d12bd90a772bff9d21,437,7,40,45,2,550,50
cama_mesa_banho,2676f64fccc9174a0c843ecd4dcd44d8,864,15,50,45,2,7600,55
climatizacao,733ea58d772bede3f0bba1d816efd8e9,252,15,20,45,2,350,15
consoles_games,c13a9b9907f209adc406f480a2528c81,308,5,25,45,2,200,15
consoles_games,fd445af3bbca370905733a0bf87b89bd,1338,12,18,45,2,600,18
construcao_ferramentas_ferramentas,eedc7b3fb1b94864756336d71f04efd8,92,5,22,45,2,100,17
construcao_ferramentas_iluminacao,b729b323907bd67bdadd1920e349cb25,538,16,16,45,2,550,16
cool_stuff,6113c803231ccd88d4f0d30cb9b3edec,637,16,60,45,2,400,11
cool_stuff,5e56d835ab5e03badf5a23368f777341,1676,3,16,45,2,500,20
cool_stuff,1a64be9825a124a4b43d1e19bac03a44,424,4,32,45,2,600,29
eletrodomesticos,e8ad7d6a8e92ac807dc61b8b67d88caa,179,13,20,45,2,50,15
eletrodomesticos,211231e0c3e424340de9917591f863b0,238,6,64,45,2,2450,55
eletronicos,141125957e8b78c5cf939c18077fa2f7,88,5,22,45,2,200,11
eletronicos,3d5813eaa9868b2c0e307e6c536ba492,125,21,23,45,2,11700,18
eletronicos,1531b09bff3fb016e5f0b4435b643672,676,11,25,45,2,500,18
eletroportateis,9f1330d9d3ea820ad8e4d0d58b7f08cd,219,8,16,45,2,50,11
esporte_lazer,b2a64b4fda22208e4da85dd69e895ec4,795,10,16,45,2,400,11
esporte_lazer,0fe922b7f7d43ef454bbc241416e7401,429,11,20,45,2,50,11
esporte_lazer,7b82c09aeb69b05e0a578a2ea97ed4a9,509,12,19,45,2,500,13
esporte_lazer,90fe2fe298ee4705129235c33958fea2,157,4,24,45,2,350,14
esporte_lazer,7fa79f73326e6b9b13b79f60a435d4a5,570,14,19,45,2,725,15
esporte_lazer,3a7612c720a4b764c4fb87633a7ebc88,233,15,60,45,2,800,15
esporte_lazer,07a6879526099e7f3483481e5bd60b77,235,15,60,45,2,3000,15
esporte_lazer,bfd00f48ae944947e4702bc90e492a9d,385,18,21,45,2,250,18
esporte_lazer,00e32638060f6356e6f00749dc466b5c,561,105,20,45,2,7050,20
esporte_lazer,eeeb2241b2cde4b94bc73dbc8e5c7586,1322,16,26,45,2,500,21
esporte_lazer,94938d42be4ea1064db3325c385ee6d6,374,19,52,45,2,827,21
esporte_lazer,1ed65bd74fcdbc4b99bc838f1b8583e8,317,25,25,45,2,500,25
esporte_lazer,76e855b70f3c3b10b9cb7ac8f19c2ed0,893,30,30,45,2,1200,30
esporte_lazer,f9259c9e7c0f12c70f7a81409680a5ff,407,21,52,45,2,925,33
esporte_lazer,78ed4ecc7b75c660ce2ccfb97af2eaeb,190,20,29,45,2,400,37
esporte_lazer,46f9a2eb5e76a8a39f88ba06e4e9fc9b,1246,10,40,45,2,750,40
fashion_bolsas_e_acessorios,69c1a709ba2ac6511ef8553b93074ec1,123,2,16,45,2,300,11
fashion_bolsas_e_acessorios,57a2ee969286488b5437acce27b74259,429,8,16,45,2,100,11
fashion_bolsas_e_acessorios,943370eeb193fe1ac6da5c2229aa4f69,323,8,16,45,2,200,11
fashion_bolsas_e_acessorios,3ea7e516d573a0445abc7cab48949be0,429,8,16,45,2,200,11
fashion_bolsas_e_acessorios,86cc483076c38095bbfd41ca7b4e8bff,429,8,16,45,2,300,11
fashion_esporte,ccb3d3835758ca91130e00c46c3c11bb,219,12,18,45,2,250,12
fashion_roupa_masculina,d40788ec5b01ba52711983b9c54b36e6,523,30,35,45,2,300,20
ferramentas_jardim,07b90e3c7e287977b2e8cd54a98ddb89,821,20,20,45,2,500,20
ferramentas_jardim,272f828875d25e7c0a395cb6ce703bf3,463,10,20,45,2,800,25
ferramentas_jardim,82bdb2c2a2df01df01f61a28ca5673e9,462,15,31,45,2,3300,25
ferramentas_jardim,91aa52c1ac115bf6dad8750700e06d2d,463,20,20,45,2,550,30
ferramentas_jardim,778da519962c5306049eafccfd72abb8,462,18,34,45,2,4900,31
ferramentas_jardim,9914c493622d54a4297b480620db7cd7,434,31,38,45,2,5903,33
fraldas_higiene,f83fd2b539bc73678c65be8d418be8c1,321,8,22,45,2,200,16
informatica_acessorios,64a52f25956dafbe36ae37ee5151334a,443,5,19,45,2,150,13
informatica_acessorios,56ced674bc270d0b2795c254cee81530,530,5,19,45,2,150,13
informatica_acessorios,d169836257fb54117a84c70913117d6f,229,22,16,45,2,200,16
informatica_acessorios,795156625747aca0c4d4b44d22a5e6dd,1464,16,25,45,2,225,16
informatica_acessorios,472a528b441c91f23491342237364565,1969,16,27,45,2,3150,18
informatica_acessorios,18e41d0c2a7cac6a8d53d3fcc13da3c4,3890,18,34,45,2,1825,19
informatica_acessorios,9917cf3117ebf28ffa2264443c7c6a55,461,29,16,45,2,800,20
informatica_acessorios,b316bc5e17977e45daeede53257820d8,311,20,20,45,2,300,20
informatica_acessorios,d1a7965ac8d6ae62c9c1984434227cb6,663,30,30,45,2,1100,20
informatica_acessorios,dfbbf137ccb6af48e66d186a33118579,722,30,20,45,2,450,30
livros_interesse_geral,e6a893a996e7ca82a3a9eacd0029789d,748,25,17,45,2,550,11
malas_acessorios,9ee0701e1be943cb92d9cd9305fdd026,331,28,25,45,2,3550,37
moveis_decoracao,144eead70e4afe55d6c90ce7b884af2d,786,45,45,45,2,1100,11
moveis_decoracao,199dfdf7a1862dbcd8ad039e48d58355,967,4,86,45,2,2100,11
moveis_decoracao,3f13f4fabd1eafe564af941a8ee8e279,2024,11,65,45,2,600,13
moveis_decoracao,ca9c04665b3deab07935392e7432cdbe,1923,8,68,45,2,600,13
moveis_decoracao,81e864337e4e8fc1d981a01e27a86be1,489,20,30,45,2,600,20
moveis_decoracao,5f88f5e2b16a63a297be961b7f4f2e68,185,8,33,45,2,800,24
moveis_decoracao,742a85d0c5a5b777484c139c7c07bd0d,258,30,30,45,2,7000,30
moveis_decoracao,3eeb9c7bc48cbf70ee22b1b1361bd0c3,2359,30,50,45,2,7600,30
moveis_decoracao,fa38bcb3a473be0c408207618946a8c1,1029,8,42,45,2,1500,32
moveis_decoracao,1ff18eb99f2be0ccb3fb4e39d662308f,354,20,35,45,2,1050,35
moveis_decoracao,a0b7d5a992ccda646f2d34e418fff5a0,67,40,40,45,2,12300,40
moveis_decoracao,92b82f3b6d4670bba0ae207094f1d226,96,10,60,45,2,10100,40
moveis_escritorio,07f381c65e8e66460c07781b9b1b8834,1156,62,63,45,2,17050,24
papelaria,b88449b8d7f553a4517437d0dc5491a2,435,7,17,45,2,750,12
papelaria,db91bca0e0253d71433c22ac5acd0fbe,513,26,23,45,2,575,14
papelaria,b5e20ff50c12113580158883f5a86edc,398,7,24,45,2,200,14
papelaria,3c5fc4f6c055819eb7e2853e9fe08bb3,103,7,24,45,2,300,14
papelaria,ec72556b5da399d24fe06338e816a9ac,151,11,20,45,2,233,15
papelaria,6875b883a18364bf04f16698a335df55,319,35,18,45,2,1500,29
papelaria,e942040a23d73eb3598f59fccaba7df8,319,35,20,45,2,1450,29
papelaria,91e2aac5302f657c8fdf3040124d8809,865,22,33,45,2,817,39
perfumaria,74a5674a56a91708881d311a6b23e74d,957,9,16,45,2,150,11
perfumaria,f2b67cf6ef88cbc9c2f3e482f558b318,977,11,16,45,2,117,13
perfumaria,76521b4860cdf82824bb5fa481a8262d,953,12,16,45,2,117,13
perfumaria,2007f2b457d10773f0d40622a433a22c,951,11,16,45,2,100,14
perfumaria,57eea82fdaafa70e1bda51d338583f9b,960,11,16,45,2,100,14
perfumaria,5a2f62420bd55b28cdc512cd79263c73,972,11,16,45,2,100,14
perfumaria,5ac31d4825e0f3d9077465c57d4cef3b,974,11,16,45,2,100,14
perfumaria,eea3e07f864a0a1389726d8a5f31c3f6,955,11,16,45,2,125,14
perfumaria,e7f79c79a485447b88964a9d0b86fe45,971,12,16,45,2,67,14
perfumaria,a266930db2217c102cb34cb715b5d479,968,12,16,45,2,433,14
perfumaria,acdff5faea9652b2230cbcf4d475a220,179,12,21,45,2,313,15
perfumaria,3dff8f7d2b529f106998c4682b0eafa8,616,16,16,45,2,400,16
perfumaria,16048247166ec654c76c845f308c85f5,973,22,16,45,2,400,16
pet_shop,0e314819204e6e8c5f4481cf5e8367a4,599,5,32,45,2,250,17
pet_shop,3cfffc4b061b3de0d9e375ed02e4124d,1016,15,47,45,2,9400,34
relogios_presentes,8370300e444c4394d3c3f878606a9601,344,9,16,45,2,250,12
relogios_presentes,6adb884908249193959d741606300ab0,2029,13,18,45,2,350,13
relogios_presentes,7fd93eccaf2d461cb6bc4bbd1aa91f1a,1527,16,21,45,2,600,20
relogios_presentes,a6b7073cf928329df156bb534b95b2cc,482,16,23,45,2,450,21
sinalizacao_e_seguranca,fe0c30fb2df4e35bc7319b277ddbdaa5,526,23,19,45,2,850,13
telefonia,e282624d8c82e04983f125e167eb4521,343,4,18,45,2,117,11
telefonia,7af783fa0f69ad4926527e4e9182268b,879,6,18,45,2,100,11
telefonia,687d4a56a1f4ac70dd11db114d47076c,356,3,19,45,2,50,11
telefonia,49e15e6133b2f4e4fccb783a8e716707,365,4,19,45,2,100,11
telefonia,50e4fb90b9628bf559883ab24eed361a,301,4,19,45,2,125,11
telefonia,920efad5907c4034a1ef4c4c11b17fee,363,4,19,45,2,150,11
telefonia,b1ffef38f0db9fb4e1a6f91b47ec63d4,636,20,20,45,2,100,20
utilidades_domesticas,5a6e53c3b4e8684b13388d6aa4afdf12,176,9,19,45,2,200,12
utilidades_domesticas,7d603b9650fad957621945c193cc2df3,1232,16,29,45,2,917,16
utilidades_domesticas,20eab4e586b92282d6975f9236968340,474,25,18,45,2,630,18
utilidades_domesticas,3ad8e457f7b866ce68d3a3ebb8ff4e94,137,20,25,45,2,750,19
utilidades_domesticas,641aef802951b7cb93574143819fac79,953,20,35,45,2,650,25
utilidades_domesticas,42b5c89883ffcf6b4d081833fcda6286,694,25,30,45,2,950,30
utilidades_domesticas,0fb3fae6c3a74bc9fd48a66d0be5f378,448,35,70,45,2,22050,51
alimentos_bebidas,7384a19bf6df5d6139bc52286cd26c2e,553,40,57,46,2,9550,25
automotivo,37c3932ee8a101cbabcfc597e92c26af,262,16,16,46,2,50,12
automotivo,11b55fb352612d128f0acbd129bb917a,2033,18,21,46,2,1867,19
automotivo,d349b106eb0af8ebe0b821baf7705208,1138,14,20,46,2,5400,20
automotivo,746191562977a60292922c316e21720b,851,13,21,46,2,700,20
automotivo,df985d02c8caa424d0e47cfa6d94f838,1228,22,34,46,2,6742,24
automotivo,f1aa9d01a0ddad2937f722cb61abc03f,1792,30,30,46,2,50,30
bebes,3732271dbc064b3c2c372c5675c914ce,736,23,32,46,2,1467,30
bebes,7833fb4b2feb3e20e17156f38f042182,736,24,16,46,2,700,35
bebes,69bb0609a0dd2d5f23efb6faf72fa28e,493,5,50,46,2,200,35
bebes,0ef56954a7f2e8c36b83dadad90b9cc9,493,5,50,46,2,350,35
bebes,d812b354e25b2bd51eccbb4c4e8f05f1,449,10,70,46,2,1050,40
beleza_saude,669fa1d24065522c00675fb575c1adb4,1607,2,16,46,2,150,11
beleza_saude,297e9e138160099ba59f8f933de5558b,485,11,18,46,2,300,13
beleza_saude,e987fc6af8290fcf1db0510d52b65795,99,10,20,46,2,250,15
beleza_saude,c055bf6d7dda1345d1226b0b3bb42485,834,8,90,46,2,2000,15
beleza_saude,425966339f6d9c933d8f5f23310d86a6,1666,10,16,46,2,2350,20
beleza_saude,1be6d38ae75d87f6ee74e1d8e7e5466d,1259,10,30,46,2,550,20
beleza_saude,7289a8d65ae2c86dfdee27f8af257a3d,940,20,31,46,2,1100,26
brinquedos,b57635031fff59d59857f6e0a18616c1,364,11,20,46,2,2900,11
brinquedos,81effc3dd4e4875690858fca347c76c7,1149,20,30,46,2,600,15
brinquedos,d76dcd59eaef6fc632b11f0d48e107e2,1099,16,18,46,2,263,16
brinquedos,cc28101310964f961bf1086fa0ffc922,636,18,18,46,2,300,18
brinquedos,bf477d995ee4444807afc574cfbcc1c1,1206,8,30,46,2,325,18
brinquedos,f56596f8f7191441f17b1a1fbfe37a75,195,17,23,46,2,575,20
brinquedos,704706b137a32978f55b31f47aa806b5,384,28,54,46,2,6200,20
brinquedos,c081e0bd900ca695285255e5588f2ae0,868,32,30,46,2,1600,21
brinquedos,1d38e85c3c89665e3c1d5cc5e6a829d6,604,23,33,46,2,1133,21
brinquedos,3ed88583f131691a34dbc2b4e4f83f2e,1389,10,28,46,2,1100,28
brinquedos,141bfc7707c259668ab7d5c4017dce4a,36,31,20,46,2,400,30
brinquedos,74d392f9be63b94cd5e4917571242898,109,39,23,46,2,550,30
brinquedos,7debe59b10825e89c1cbcc8b190c85e2,798,22,38,46,2,1187,30
brinquedos,9c80faf015584ca6ea94e6d59148c4a8,523,30,70,46,2,11200,30
brinquedos,e003753295c13f3c5e1cff06d3728fd4,289,4,34,46,2,250,32
brinquedos,5274be797b84797764c9199c5312240c,927,27,26,46,2,1354,34
brinquedos,dc404a1496a08f9f5540c8b5d4b92925,753,31,31,46,2,1582,35
brinquedos,6f7a8ba0af4207c1312825a95b63478e,1462,12,41,46,2,2800,57
cama_mesa_banho,a4f6f1f22e3d5cae41187879ded62616,352,11,50,46,2,500,11
cama_mesa_banho,24decea9d84c24b8c6c53a2df90066e9,352,11,50,46,2,550,11
cama_mesa_banho,6aa640325da3a535ae4266a0252105bc,352,11,50,46,2,900,11
cama_mesa_banho,9e56be75b16c105f33d3f033597080a2,352,11,50,46,2,900,11
cama_mesa_banho,2ce17ef87d6bb64be1a0b36a4a614ced,171,11,50,46,2,1050,11
cama_mesa_banho,300666e2638b1c8f5528bd23a6e9dea3,1391,10,48,46,2,1250,12
cama_mesa_banho,23227b07fc69250d2fa4be6602011aea,171,10,45,46,2,1250,15
cama_mesa_banho,82f57f97ebc983ae3eb96fe5bb9d9be6,522,16,16,46,2,500,16
cama_mesa_banho,d4cbb6517d22b1d8114cb1dcbd40cb25,491,16,50,46,2,700,16
cama_mesa_banho,6a3bbf3124c96579f7cd0b2519490cd2,491,16,50,46,2,1500,16
cama_mesa_banho,6e2a68aa94eb2a3b5b3499bf2314d544,513,10,40,46,2,1900,30
cama_mesa_banho,56a37c8f41558bf4f515e0a835083543,148,6,66,46,2,300,49
casa_construcao,46ead842b29537e02adb2ef48b03b01b,126,20,35,46,2,1500,20
consoles_games,cce3ce6484896041ae3dafdd4308a39c,653,33,18,46,2,4350,39
construcao_ferramentas_construcao,77d58496dfa2a355c62351dd1d3982bd,1081,10,18,46,2,1050,15
construcao_ferramentas_construcao,bb58bcac750d6060319c4e89b560f7f1,899,23,26,46,2,900,26
cool_stuff,ee943329330e459c7ef1508e2d308412,440,27,23,46,2,2985,20
cool_stuff,70aaba5ccf6aac45a3a7917f3a79c7e4,1348,21,25,46,2,1400,21
cool_stuff,8f12be3216052dac466d43ff8af3ef04,589,12,16,46,2,450,22
cool_stuff,052516c377ebbc53a39f053af1db08b4,595,12,16,46,2,450,22
